+------+-------------+--------------+-------------+-------------+
| Rank |  Drug Name  | Target Name  | Interaction | Probability |
| 430  |  6602445.0  |  Protein 79  |      NO     |     0.02    |
| 431  |  5280805.0  | Protein 1862 |      NO     |     0.02    |
| 432  |  25257557.0 | Protein 550  |      NO     |     0.02    |
| 433  |   137601.0  | Protein 5234 |      NO     |     0.02    |
| 434  |  13019201.0 | Protein 2852 |      NO     |     0.02    |
| 435  |     UNK     | Protein 5190 |      NO     |     0.02    |
| 436  |    803.0    | Protein 5948 |      NO     |     0.02    |
| 437  |   70335.0   | Protein 4063 |      NO     |     0.02    |
| 438  |     UNK     | Protein 348  |      NO     |     0.02    |
| 439  |  44483234.0 | Protein 292  |      NO     |     0.02    |
| 440  |    5585.0   | Protein 3876 |      NO     |     0.02    |
| 441  |  5282452.0  | Protein 1919 |      NO     |     0.02    |
| 442  |   34521.0   | Protein 3067 |      NO     |     0.02    |
| 443  |  2987927.0  | Protein 4588 |      NO     |     0.02    |
| 444  |  9934347.0  | Protein 3736 |      NO     |     0.02    |
| 445  |  11442891.0 | Protein 1866 |      NO     |     0.02    |
| 446  |  9840648.0  | Protein 1468 |      NO     |     0.02    |
| 447  |   689043.0  | Protein 5871 |      NO     |     0.02    |
| 448  |    3291.0   | Protein 3967 |      NO     |     0.02    |
| 449  |   31269.0   | Protein 352  |      NO     |     0.02    |
| 450  |   195609.0  | Protein 432  |      NO     |     0.02    |
| 451  |  24808478.0 | Protein 5000 |      NO     |     0.02    |
| 452  |    2396.0   | Protein 2818 |      NO     |     0.02    |
| 453  |  9915886.0  | Protein 899  |      NO     |     0.02    |
| 454  |    5714.0   | Protein 2131 |      NO     |     0.02    |
| 455  |  56602558.0 | Protein 731  |      NO     |     0.02    |
| 456  |  9910224.0  | Protein 2540 |      NO     |     0.02    |
| 457  |   667490.0  | Protein 4760 |      NO     |     0.02    |
| 458  | 135398561.0 | Protein 1911 |      NO     |     0.02    |
| 459  |   159603.0  | Protein 1576 |      NO     |     0.02    |
| 460  |  10408514.0 | Protein 1889 |      NO     |     0.02    |
| 461  |    2754.0   | Protein 1310 |      NO     |     0.02    |
| 462  |  71621663.0 | Protein 289  |      NO     |     0.02    |
| 463  |  11675630.0 | Protein 2485 |      NO     |     0.02    |
| 464  |    4870.0   | Protein 3831 |      NO     |     0.02    |
| 465  |    9918.0   | Protein 2010 |      NO     |     0.02    |
| 466  |   50515.0   | Protein 1281 |      NO     |     0.02    |
| 467  |    187.0    | Protein 4296 |      NO     |     0.02    |
| 468  |    6024.0   | Protein 102  |      NO     |     0.02    |
| 469  |    5757.0   | Protein 5145 |      NO     |     0.02    |
| 470  |   17134.0   | Protein 4370 |      NO     |     0.02    |
| 471  |  11703589.0 | Protein 974  |      NO     |     0.02    |
| 472  |   54339.0   | Protein 3105 |      NO     |     0.02    |
| 473  |    2194.0   | Protein 4697 |      NO     |     0.02    |
| 474  |    5472.0   | Protein 3198 |      NO     |     0.02    |
| 475  |  2847479.0  | Protein 4001 |      NO     |     0.02    |
| 476  |  5310993.0  | Protein 1331 |      NO     |     0.02    |
| 477  |   16363.0   | Protein 5401 |      NO     |     0.02    |
| 478  |  1816834.0  | Protein 4450 |      NO     |     0.02    |
| 479  |  3078519.0  | Protein 528  |      NO     |     0.01    |
| 480  |   164451.0  | Protein 5941 |      NO     |     0.01    |
| 481  |  15604510.0 | Protein 4171 |      NO     |     0.01    |
| 482  |    2159.0   | Protein 2921 |      NO     |     0.01    |
| 483  |  2734086.0  | Protein 2050 |      NO     |     0.01    |
| 484  |  59472121.0 | Protein 2378 |      NO     |     0.01    |
| 485  |  11304743.0 | Protein 458  |      NO     |     0.01    |
| 486  |  9952605.0  | Protein 5760 |      NO     |     0.01    |
| 487  |  40642506.0 | Protein 3463 |      NO     |     0.01    |
| 488  |   31072.0   | Protein 2875 |      NO     |     0.01    |
| 489  |    3371.0   | Protein 3339 |      NO     |     0.01    |
| 490  |  3052762.0  | Protein 999  |      NO     |     0.01    |
| 491  |    4604.0   | Protein 2387 |      NO     |     0.01    |
| 492  |  2777391.0  | Protein 683  |      NO     |     0.01    |
| 493  |    2391.0   | Protein 3046 |      NO     |     0.01    |
| 494  |  46844147.0 | Protein 1737 |      NO     |     0.01    |
| 495  |  6918627.0  | Protein 4976 |      NO     |     0.01    |
| 496  |  11618268.0 | Protein 3066 |      NO     |     0.01    |
| 497  |    5665.0   | Protein 5474 |      NO     |     0.01    |
| 498  |    3914.0   | Protein 4964 |      NO     |     0.01    |
| 499  |   12041.0   | Protein 3505 |      NO     |     0.01    |
| 500  |    2126.0   | Protein 3190 |      NO     |     0.01    |
| 501  |    4634.0   | Protein 4610 |      NO     |     0.01    |
| 502  |   41684.0   | Protein 938  |      NO     |     0.01    |
| 503  |  9571836.0  | Protein 291  |      NO     |     0.01    |
| 504  |   10621.0   | Protein 2090 |      NO     |     0.01    |
| 505  |  10027278.0 | Protein 2668 |      NO     |     0.01    |
| 506  |    3169.0   | Protein 4376 |      NO     |     0.01    |
| 507  |  5311053.0  | Protein 3959 |      NO     |     0.01    |
| 508  |    1646.0   | Protein 3628 |      NO     |     0.01    |
| 509  |    2879.0   | Protein 5799 |      NO     |     0.01    |
| 510  |  3055171.0  | Protein 743  |      NO     |     0.01    |
| 511  |  51001932.0 | Protein 2374 |      NO     |     0.01    |
| 512  |  53469059.0 | Protein 312  |      NO     |     0.01    |
| 513  |  11677589.0 | Protein 4315 |      NO     |     0.01    |
| 514  |    3742.0   | Protein 859  |      NO     |     0.01    |
| 515  |  6365054.0  | Protein 3610 |      NO     |     0.01    |
| 516  |    4472.0   | Protein 4689 |      NO     |     0.01    |
| 517  |  9865515.0  | Protein 2804 |      NO     |     0.01    |
| 518  |    6244.0   | Protein 390  |      NO     |     0.01    |
| 519  | 123132228.0 | Protein 3425 |      NO     |     0.01    |
| 520  |   460612.0  | Protein 3597 |      NO     |     0.01    |
| 521  |     UNK     | Protein 154  |      NO     |     0.01    |
| 522  |    4485.0   | Protein 3344 |      NO     |     0.01    |
| 523  |  24885053.0 | Protein 5112 |      NO     |     0.01    |
| 524  |  44137946.0 | Protein 658  |      NO     |     0.01    |
| 525  |  66561902.0 | Protein 1823 |      NO     |     0.01    |
| 526  | 129009925.0 | Protein 2246 |      NO     |     0.01    |
| 527  |   128853.0  | Protein 4587 |      NO     |     0.01    |
| 528  |   31340.0   | Protein 2151 |      NO     |     0.01    |
| 529  |    464.0    | Protein 5577 |      NO     |     0.01    |
| 530  |  13434407.0 | Protein 4317 |      NO     |     0.01    |
| 531  |  11674376.0 | Protein 1450 |      NO     |     0.01    |
| 532  |    2805.0   | Protein 3867 |      NO     |     0.01    |
| 533  |  46785920.0 | Protein 5365 |      NO     |     0.01    |
| 534  |  5311287.0  | Protein 2750 |      NO     |     0.01    |
| 535  |  6604872.0  | Protein 2856 |      NO     |     0.01    |
| 536  |   65957.0   |  Protein 34  |      NO     |     0.01    |
| 537  |  5702068.0  | Protein 4686 |      NO     |     0.01    |
| 538  |  5337997.0  | Protein 825  |      NO     |     0.01    |
| 539  |  17980288.0 | Protein 4796 |      NO     |     0.01    |
| 540  |    2284.0   | Protein 4619 |      NO     |     0.01    |
| 541  |   12124.0   | Protein 5598 |      NO     |     0.01    |
| 542  |  5240098.0  | Protein 4678 |      NO     |     0.01    |
| 543  |  6918184.0  | Protein 5303 |      NO     |     0.01    |
| 544  |   100185.0  | Protein 4881 |      NO     |     0.01    |
| 545  |  10173277.0 | Protein 1354 |      NO     |     0.01    |
| 546  |   190901.0  | Protein 4942 |      NO     |     0.01    |
| 547  |   73303.0   | Protein 106  |      NO     |     0.01    |
| 548  |    2310.0   | Protein 4054 |      NO     |     0.01    |
| 549  |  24825677.0 | Protein 2533 |      NO     |     0.01    |
| 550  |  25150857.0 | Protein 2203 |      NO     |     0.01    |
| 551  |   104842.0  | Protein 1034 |      NO     |     0.01    |
| 552  |   444795.0  | Protein 5669 |      NO     |     0.01    |
| 553  |  9913339.0  | Protein 513  |      NO     |     0.01    |
| 554  |  57342889.0 | Protein 3926 |      NO     |     0.01    |
| 555  |   161930.0  | Protein 1955 |      NO     |     0.01    |
| 556  |    5455.0   | Protein 2889 |      NO     |     0.01    |
| 557  |    3334.0   | Protein 5805 |      NO     |     0.01    |
| 558  |  1074953.0  | Protein 566  |      NO     |     0.01    |
| 559  |    4707.0   | Protein 2482 |      NO     |     0.01    |
| 560  |    5175.0   | Protein 5256 |      NO     |     0.01    |
| 561  |    4178.0   | Protein 3828 |      NO     |     0.01    |
| 562  |   31203.0   | Protein 108  |      NO     |     0.01    |
| 563  |    7175.0   | Protein 5779 |      NO     |     0.01    |
| 564  |    1219.0   | Protein 4794 |      NO     |     0.01    |
| 565  |    4097.0   | Protein 4580 |      NO     |     0.01    |
| 566  |  9938056.0  | Protein 2423 |      NO     |     0.01    |
| 567  |  45359902.0 | Protein 4985 |      NO     |     0.01    |
| 568  |   456255.0  |  Protein 49  |      NO     |     0.01    |
| 569  |   71563.0   | Protein 5370 |      NO     |     0.01    |
| 570  |  3033877.0  | Protein 4699 |      NO     |     0.01    |
| 571  |    5418.0   | Protein 3293 |      NO     |     0.01    |
| 572  |   51576.0   | Protein 4848 |      NO     |     0.01    |
| 573  |  5288320.0  | Protein 5460 |      NO     |     0.01    |
| 574  |   151118.0  | Protein 5230 |      NO     |     0.01    |
| 575  |    5269.0   | Protein 4042 |      NO     |     0.01    |
| 576  |   59757.0   | Protein 3238 |      NO     |     0.01    |
| 577  |  70702008.0 | Protein 2720 |      NO     |     0.01    |
| 578  |   179651.0  | Protein 4140 |      NO     |     0.01    |
| 579  |  5351387.0  | Protein 5840 |      NO     |     0.01    |
| 580  |  2733526.0  | Protein 4240 |      NO     |     0.01    |
| 581  |  10404245.0 | Protein 3275 |      NO     |     0.01    |
| 582  |   272833.0  | Protein 2028 |      NO     |     0.01    |
| 583  |    9904.0   | Protein 5888 |      NO     |     0.01    |
| 584  |  44182295.0 | Protein 3675 |      NO     |     0.01    |
| 585  |  1738118.0  | Protein 3174 |      NO     |     0.01    |
| 586  |   36324.0   | Protein 5208 |      NO     |     0.01    |
| 587  |  53492727.0 | Protein 4225 |      NO     |     0.01    |
| 588  |  53315868.0 | Protein 2415 |      NO     |     0.01    |
| 589  |   235414.0  | Protein 4800 |      NO     |     0.01    |
| 590  |   441290.0  | Protein 5295 |      NO     |     0.01    |
| 591  |    3673.0   | Protein 2195 |      NO     |     0.01    |
| 592  |    6000.0   | Protein 2598 |      NO     |     0.01    |
| 593  |  2723601.0  | Protein 3777 |      NO     |     0.01    |
| 594  |   47510.0   | Protein 4139 |      NO     |     0.01    |
| 595  |   19103.0   | Protein 138  |      NO     |     0.01    |
| 596  |    3373.0   | Protein 1226 |      NO     |     0.01    |
| 597  |  4068248.0  | Protein 3909 |      NO     |     0.01    |
| 598  |  3035454.0  | Protein 1252 |      NO     |     0.01    |
| 599  |   60703.0   | Protein 4012 |      NO     |     0.01    |
| 600  |  9549289.0  | Protein 5202 |      NO     |     0.01    |
| 601  |   71957.0   | Protein 3758 |      NO     |     0.01    |
| 602  |   252682.0  | Protein 2919 |      NO     |     0.01    |
| 603  |  11625818.0 | Protein 2885 |      NO     |     0.01    |
| 604  |  11545419.0 | Protein 624  |      NO     |     0.01    |
| 605  |   172313.0  | Protein 5901 |      NO     |     0.01    |
| 606  |    3715.0   | Protein 2922 |      NO     |     0.01    |
| 607  |   71771.0   | Protein 4122 |      NO     |     0.01    |
| 608  |  3410883.0  | Protein 5723 |      NO     |     0.01    |
| 609  | 135398513.0 | Protein 2698 |      NO     |     0.01    |
| 610  |  10314719.0 | Protein 4207 |      NO     |     0.01    |
| 611  |   71755.0   | Protein 4421 |      NO     |     0.01    |
| 612  |  11213350.0 | Protein 4884 |      NO     |     0.01    |
| 613  |   379077.0  | Protein 946  |      NO     |     0.01    |
| 614  |  5311181.0  | Protein 5646 |      NO     |     0.01    |
| 615  |     UNK     | Protein 5252 |      NO     |     0.01    |
| 616  |  24963749.0 | Protein 3997 |      NO     |     0.01    |
| 617  |    389.0    | Protein 4899 |      NO     |     0.01    |
| 618  |    4698.0   | Protein 4694 |      NO     |     0.01    |
| 619  |    3610.0   | Protein 4276 |      NO     |     0.01    |
| 620  |  45358549.0 | Protein 1068 |      NO     |     0.01    |
| 621  |  46224413.0 | Protein 277  |      NO     |     0.01    |
| 622  |  16760588.0 | Protein 2936 |      NO     |     0.01    |
| 623  |  16095342.0 | Protein 2849 |      NO     |     0.01    |
| 624  |   108107.0  | Protein 1577 |      NO     |     0.01    |
| 625  |   65907.0   | Protein 2924 |      NO     |     0.01    |
| 626  |     UNK     | Protein 1682 |      NO     |     0.01    |
| 627  |   35793.0   | Protein 1738 |      NO     |     0.01    |
| 628  |  6433427.0  |  Protein 88  |      NO     |     0.01    |
| 629  |    3242.0   | Protein 1975 |      NO     |     0.01    |
| 630  |    6832.0   | Protein 3576 |      NO     |     0.01    |
| 631  |  6918293.0  | Protein 4349 |      NO     |     0.01    |
| 632  |  11234049.0 | Protein 281  |      NO     |     0.01    |
| 633  |  2250650.0  | Protein 2782 |      NO     |     0.01    |
| 634  |  9883915.0  | Protein 4940 |      NO     |     0.01    |
| 635  |  46930982.0 |  Protein 82  |      NO     |     0.01    |
| 636  |    4101.0   | Protein 3278 |      NO     |     0.00    |
| 637  |  8582409.0  | Protein 2084 |      NO     |     0.00    |
| 638  |  23725625.0 | Protein 473  |      NO     |     0.00    |
| 639  |     UNK     | Protein 1709 |      NO     |     0.00    |
| 640  |  6481236.0  | Protein 305  |      NO     |     0.00    |
| 641  |  11527152.0 | Protein 3090 |      NO     |     0.00    |
| 642  |  54682876.0 | Protein 524  |      NO     |     0.00    |
| 643  |  3025986.0  | Protein 1064 |      NO     |     0.00    |
| 644  |  11722381.0 | Protein 3902 |      NO     |     0.00    |
| 645  |  4673492.0  | Protein 1641 |      NO     |     0.00    |
| 646  |  9910975.0  | Protein 2651 |      NO     |     0.00    |
| 647  |  6710662.0  | Protein 1954 |      NO     |     0.00    |
| 648  |  6604471.0  | Protein 5546 |      NO     |     0.00    |
| 649  |   107867.0  | Protein 2306 |      NO     |     0.00    |
| 650  |    3765.0   | Protein 2592 |      NO     |     0.00    |
| 651  |    3521.0   | Protein 4112 |      NO     |     0.00    |
| 652  |   15723.0   | Protein 3866 |      NO     |     0.00    |
| 653  |    4133.0   | Protein 4844 |      NO     |     0.00    |
| 654  |  5745207.0  | Protein 2814 |      NO     |     0.00    |
| 655  |  9952884.0  |  Protein 89  |      NO     |     0.00    |
| 656  |   30627.0   | Protein 4578 |      NO     |     0.00    |
| 657  |  9887884.0  | Protein 738  |      NO     |     0.00    |
| 658  |    7697.0   | Protein 3602 |      NO     |     0.00    |
| 659  |    3510.0   | Protein 2319 |      NO     |     0.00    |
| 660  |    3333.0   | Protein 3620 |      NO     |     0.00    |
| 661  |   105007.0  | Protein 1743 |      NO     |     0.00    |
| 662  |    4564.0   | Protein 3255 |      NO     |     0.00    |
| 663  | 135565903.0 | Protein 230  |      NO     |     0.00    |
| 664  |    9844.0   | Protein 4429 |      NO     |     0.00    |
| 665  |  23661637.0 | Protein 4614 |      NO     |     0.00    |
| 666  |  9864510.0  | Protein 5795 |      NO     |     0.00    |
| 667  |  46851313.0 | Protein 2017 |      NO     |     0.00    |
| 668  |    8378.0   | Protein 165  |      NO     |     0.00    |
| 669  |  2295463.0  | Protein 3595 |      NO     |     0.00    |
| 670  |   114917.0  | Protein 3529 |      NO     |     0.00    |
| 671  |  7141881.0  | Protein 4768 |      NO     |     0.00    |
| 672  |   23573.0   | Protein 2844 |      NO     |     0.00    |
| 673  |     UNK     | Protein 5597 |      NO     |     0.00    |
| 674  |  5280723.0  | Protein 4837 |      NO     |     0.00    |
| 675  |   219078.0  | Protein 4153 |      NO     |     0.00    |
| 676  |  11875890.0 | Protein 5493 |      NO     |     0.00    |
| 677  |    2475.0   | Protein 2911 |      NO     |     0.00    |
| 678  |  10219864.0 | Protein 2960 |      NO     |     0.00    |
| 679  |  11527661.0 | Protein 1191 |      NO     |     0.00    |
| 680  |    4629.0   | Protein 5115 |      NO     |     0.00    |
